1403638130.0450971 0.008492712 0.012292535 0.129983396 0.834632161 0.014389408 0.550016953 -0.025757555
1403638130.1450970 0.009684484 0.015886026 0.170015404 0.827876826 0.010211741 0.559737925 -0.034772632
1403638130.2450969 0.011184757 0.020401983 0.209742203 0.827707787 0.017178680 0.559650456 -0.037364152
1403638130.3450971 0.012096667 0.025178043 0.251765671 0.821398893 0.011440116 0.568258481 -0.047489794
1403638130.4450970 0.011990512 0.029510354 0.293053708 0.817541781 0.007610465 0.572955615 -0.057353121
1403638130.5450971 0.010657200 0.035071216 0.331686064 0.820004638 0.019460233 0.569622528 -0.052381952
1403638130.6450970 0.008488108 0.039952443 0.370005567 0.816933258 0.021738970 0.574158033 -0.049900126
1403638130.7450969 0.005683437 0.044298090 0.407524192 0.808942386 0.009257205 0.584448304 -0.062822771
1403638130.8450971 0.003491875 0.046139040 0.438421470 0.805785700 0.002755599 0.587377059 -0.075432106
1403638130.9450970 -0.000007935 0.044428840 0.457233214 0.800972645 -0.000120737 0.593502511 -0.078724692
1403638131.0450971 -0.002673990 0.040930921 0.459367596 0.789910777 -0.007962779 0.608179654 -0.078070912
1403638131.1450970 -0.004524910 0.039433685 0.442588906 0.791175730 -0.005188069 0.607191836 -0.073021386
1403638131.2450969 -0.001631498 0.039585914 0.412355218 0.803237355 0.009466015 0.592512699 -0.060405687
1403638131.3450971 -0.000091408 0.036983585 0.381029921 0.810322045 0.017652256 0.583144559 -0.054854392
1403638131.4450970 0.002400579 0.030530736 0.349704095 0.810187663 0.015466854 0.583417468 -0.054596565
1403638131.5450971 0.001388551 0.023601300 0.315601631 0.812422461 0.018495649 0.580761076 -0.048417225
1403638131.6450970 -0.002139233 0.019711926 0.276497138 0.815829639 0.021823911 0.576032354 -0.046178403
1403638131.7450969 -0.004710015 0.016360952 0.234298822 0.815917757 0.024537241 0.576089723 -0.042388315
1403638131.8450971 -0.008115536 0.011242736 0.192900535 0.817346252 0.030225492 0.574475745 -0.031767001
1403638131.9450970 -0.013618511 0.009345764 0.154189135 0.818051986 0.032634404 0.573646159 -0.025613071
1403638132.0450971 -0.015916094 0.007802231 0.130747200 0.821885998 0.045727916 0.567558783 -0.017011491
1403638132.1450970 -0.016384606 0.009627581 0.130686968 0.826656857 0.059157142 0.559485576 -0.010712789
1403638132.2450969 -0.013724813 0.007797671 0.161657045 0.822145978 0.057064226 0.566121874 -0.018046837
1403638132.3450971 -0.012295915 0.002854314 0.210305706 0.814704513 0.050800626 0.576874921 -0.029852595
1403638132.4450970 -0.010730681 0.007011272 0.266960940 0.810527390 0.043659413 0.582173827 -0.047040843
1403638132.5450971 -0.010015878 0.010214921 0.324572006 0.798011273 0.028453449 0.598065541 -0.068454490
1403638132.6450970 -0.008056025 0.016211341 0.373425001 0.788631479 0.018324222 0.609094080 -0.082030577
1403638132.7450969 -0.006360884 0.026552488 0.405953751 0.795288381 0.018163526 0.599958249 -0.085068070
